feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,target
0.6394267984578837,0.025010755222666936,0.27502931836911926,0.22321073814882275,0.7364712141640124,0.6766994874229113,0.8921795677048454,0.08693883262941615,0.4219218196852704,0.029797219438070344,7.6612066799391085
0.026535969683863625,0.1988376506866485,0.6498844377795232,0.5449414806032167,0.2204406220406967,0.5892656838759087,0.8094304566778266,0.006498759678061017,0.8058192518328079,0.6981393949882269,8.330237325619887
0.3402505165179919,0.15547949981178155,0.9572130722067812,0.33659454511262676,0.09274584338014791,0.09671637683346401,0.8474943663474598,0.6037260313668911,0.8071282732743802,0.7297317866938179,7.044929465589236
0.3785343772083535,0.552040631273227,0.8294046642529949,0.6185197523642461,0.8617069003107772,0.577352145256762,0.7045718362149235,0.045824383655662215,0.22789827565154686,0.28938796360210717,18.160369621840488
0.0797919769236275,0.23279088636103018,0.10100142940972912,0.2779736031100921,0.6356844442644002,0.36483217897008424,0.37018096711688264,0.2095070307714877,0.26697782204911336,0.936654587712494,8.906077732719032
0.171138648198097,0.7291267979503492,0.1634024937619284,0.3794554417576478,0.9895233506365952,0.6399997598540929,0.5569497437746462,0.6846142509898746,0.8428519201898096,0.7759999115462448,13.72975372880474
0.22904807196410437,0.03210024390403776,0.3154530480590819,0.26774087597570273,0.21098284358632646,0.9429097143350544,0.8763676264726689,0.3146778807984779,0.65543866529488,0.39563190106066426,5.596713115010385
0.26488016649805246,0.24662750769398345,0.5613681341631508,0.26274160852293527,0.5845859902235405,0.897822883602477,0.39940050514039727,0.21932075915728333,0.9975376064951103,0.5095262936764645,7.096757463582061
0.09090941217379389,0.04711637542473457,0.10964913035065915,0.62744604170309,0.7920793643629641,0.42215996679968404,0.06352770615195713,0.38161928650653676,0.9961213802400968,0.529114345099137,15.369994660096928
0.011481021942819636,0.7207218193601946,0.6817103690265748,0.5369703304087952,0.2668251899525428,0.6409617985798081,0.11155217359587644,0.434765250669105,0.45372370632920644,0.9538159275210801,7.265251749639584
0.8758529403781941,0.26338905075109076,0.5005861130502983,0.17865188053013137,0.9126278393448205,0.8705185698367669,0.2984447914486329,0.6389494948660052,0.6089702114381723,0.1528392685496348,13.076806226542042
0.7786264786305582,0.5303536721951775,0.0005718961279435053,0.3241560570046731,0.019476742385832302,0.9290986162646171,0.8787218778231842,0.8316655293611794,0.30751412540266143,0.05792516649418755,16.71458171131335
0.8780095992040405,0.9469494452979941,0.08565345206787878,0.4859904633166138,0.06921251846838361,0.7606021652572316,0.7658344293069878,0.1283914644997628,0.4752823780987313,0.5498035934949439,13.499606911391004
0.4231379402008869,0.21179820544208205,0.5392960887794583,0.7299310690899762,0.2011510633896959,0.31171629130089495,0.9951493566608947,0.6498780576394535,0.43810008391450406,0.5175758410355906,13.134657702795124
0.12100419586826572,0.22469733703155736,0.33808556214745533,0.5883087184572333,0.230114732596577,0.22021738445155947,0.07099308600903254,0.6311029572700989,0.22894178381115438,0.905420013006128,8.654828961137863
0.23800463436899522,0.6689777782962806,0.2142368073704386,0.132311848725025,0.935514240580671,0.5710430933252845,0.47267102631179414,0.7846194242907534,0.8074969977666434,0.1904099143618777,12.13398121627301
0.09693081422882333,0.4310511824063775,0.4235786230199208,0.467024668036675,0.7290758494598506,0.6733645472933015,0.9841652113659661,0.09841787115195888,0.4026212821022688,0.33930260539496315,10.229382304485476
0.1902089084408115,0.4486135478331319,0.4218816398344042,0.27854514466694047,0.2498064478821005,0.9232655992760128,0.44313074505345695,0.8613491047618306,0.5503253124498481,0.05058832952488124,6.227733842816299
0.9992824684127266,0.8360275850799519,0.9689962572847513,0.9263669830081276,0.8486957344143055,0.16631111060391401,0.48564112545071847,0.21374729919918167,0.4010402925494526,0.058635399972178925,20.744180947080476
0.26520305817215195,0.7840706019485694,0.4550083673391433,0.4230074859901629,0.9573176408596732,0.9954226894927138,0.5557683234056182,0.718408275296326,0.15479682527406413,0.2967078254945642,17.137370070705845
0.9687093649691588,0.5791802908162562,0.5421952013742742,0.7479755603790641,0.05716527290748308,0.5841775944589712,0.5028503829195136,0.8527198920482854,0.15743272793948326,0.9607789032744504,18.179471139707637
0.5950351064500277,0.6752125536040902,0.2352038950009312,0.11988661394712419,0.8902873141294375,0.24621534778862486,0.5945191535334412,0.6193815103321031,0.4192249153358725,0.5836722892912247,16.88959522926836
0.5227827155319589,0.9347062577364272,0.20425919942353643,0.7161918007894148,0.23868595261584602,0.3957858467912545,0.6716902229599713,0.2999970797987622,0.31617719627185403,0.7518644924144021,21.092462943981886
0.9984544408544423,0.9960964478550944,0.073260721099633,0.2131543122670404,0.26520041475040135,0.9332593779937091,0.8808641736864395,0.8792702424845428,0.36952708873888396,0.15774683235723197,7.758062374885204
0.833744954639807,0.703539925087371,0.6116777657259501,0.9872330636315043,0.6539763177107326,0.007823107152157949,0.8171041351154616,0.2993787521999779,0.6633887149660773,0.9389300039271039,23.353255788750168
0.10703597770941764,0.5532236408848159,0.2723482123148163,0.6048298270302239,0.7176121871387979,0.20359731232745293,0.6342379588850797,0.2639839016304094,0.48853185214937656,0.9053364910793232,12.89249753927173
